backend,build_docs_per_s,build_s,client_cpu_usec,client_peak_mib,connect_s,cpu_usec_sum,cpuset,dims,engine_version,k,lane,manifest,mem_split,n_docs,n_queries,peak_mib_sum,qps,query_mean_ms,query_n,query_p50_ms,query_p95_ms,query_p99_ms,rc,recall_at_10,rep,run_id,scale,server_cpu_usec,server_peak_mib,tier,topology,ts_utc,workload
milvus_sparse,2871.0,1.74,1415826,124.1,2.258,2800986,0-11,30000,milvus,10,l3s,20260707T071144Z,0.75,5000,50,287.4,1044.1,0.958,45,0.931,1.406,1.568,0,1.0,1,l3s_milvus_sparse_search_r1,micro,1385160,163.3,paper,client_server,2026-07-07T07:11:44.348728+00:00,search
