backend,build_docs_per_s,build_s,client_cpu_usec,client_peak_mib,connect_s,cpu_usec_sum,cpuset,dims,engine_version,heap,k,lane,manifest,mem_cap,n_docs,n_queries,peak_mib_sum,qps,query_mean_ms,query_n,query_p50_ms,query_p95_ms,query_p99_ms,rc,recall_at_10,rep,run_id,scale,tier,topology,ts_utc,workload
arcadedb_sparse_embedded,17144.4,583.28,844846094,24506.1,0.513,844846094,0-11,30000,26.7.2.dev0,16g,10,l3s,20260707T123442Z,32g,10000000,100,24506.1,17.3,57.875,95,55.576,69.962,198.324,0,0.993,1,l3s_arcadedb_sparse_embedded_search_r1,medium,paper,embedded,2026-07-07T12:34:42.376514+00:00,search
