backend,build_docs_per_s,build_s,client_cpu_usec,client_peak_mib,connect_s,cpu_usec_sum,cpuset,dims,engine_version,k,lane,manifest,mem_split,n_docs,n_queries,peak_mib_sum,qps,query_mean_ms,query_n,query_p50_ms,query_p95_ms,query_p99_ms,rc,recall_at_10,rep,run_id,scale,server_cpu_usec,server_peak_mib,tier,topology,ts_utc,workload
arcadedb_sparse_server,10276.8,973.07,211961842,29.3,0.25,1319874945,0-11,30000,server:latest,10,l3s,20260707T120326Z,0.75,10000000,100,23436.1,11.4,87.895,95,86.946,108.291,114.008,0,0.993,1,l3s_arcadedb_sparse_server_search_r1,medium,1107913103,23406.7,paper,client_server,2026-07-07T12:03:26.361498+00:00,search
