backend,build_docs_per_s,build_s,client_cpu_usec,client_end_anon_mib,client_end_file_mib,client_peak_anon_mib,client_peak_mib,connect_s,cpu_usec_sum,cpuset,dims,end_anon_mib_sum,engine_version,friend_age_by_city_mean_ms,friend_age_by_city_min_ms,friend_age_by_city_rows,heap,hop1_p50_ms,hop1_p95_ms,hop1_p99_ms,hop2_p50_ms,hop2_p95_ms,hop2_p99_ms,ingest_rows_per_s,ingest_s,insert_mean_ms,insert_n,insert_p50_ms,insert_p95_ms,insert_p99_ms,k,lane,manifest,mem_cap,mem_split,n_docs,n_persons,n_queries,n_rows,olap_agg_by_region_ms,olap_filtered_avg_ms,olap_range_agg_ms,olap_status_histogram_ms,olap_top_customers_ms,olap_total_ms,oltp_ops_per_s,oltp_total_s,peak_anon_mib_sum,peak_mib_sum,point_p50_ms,point_p95_ms,point_p99_ms,qps,query_mean_ms,query_n,query_p50_ms,query_p95_ms,query_p99_ms,rc,read_mean_ms,read_n,read_p50_ms,read_p95_ms,read_p99_ms,recall_at_10,rep,run_id,same_city_edges_mean_ms,same_city_edges_min_ms,same_city_edges_rows,scale,schema_s,server_cpu_usec,server_end_anon_mib,server_end_file_mib,server_peak_anon_mib,server_peak_mib,tier,top_degree_mean_ms,top_degree_min_ms,top_degree_rows,topology,ts_utc,update_mean_ms,update_n,update_p50_ms,update_p95_ms,update_p99_ms,workload,write_p50_ms,write_p95_ms
arcadedb_embedded,,,112869033,275.8,218.3,5569.8,5849.1,0.369,112869033,0-11,,275.8,26.8.1.dev0,,,,8g,,,,,,,44659.0,44.78,,,,,,,l1,20260711T012458Z,16g,,,,,2000000,1685.394,1182.823,1196.623,1310.515,1452.903,6828.258,,,5569.8,5849.1,,,,,,,,,,0,,,,,,,2,l1_arcadedb_embedded_olap_r2,,,,small,0.163,,,,,,paper,,,,embedded,2026-07-11T02:14:57.165109+00:00,,,,,,olap,,
arcadedb_graph_embedded,,32.73,56993426,4778.0,152.2,6749.8,7458.0,0.53,56993426,0-11,,4778.0,26.8.1.dev0,597.83,580.06,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,,6749.8,7458.0,,,,,,,,,,0,,,,,,,3,l2_arcadedb_graph_embedded_olap_r3,585.13,556.69,10,small,,,,,,,paper,85.66,81.3,10,embedded,2026-07-11T02:16:38.138845+00:00,,,,,,olap,,
neo4j_graph,,47.43,19126210,89.0,1.0,89.0,94.7,0.74,89089115,0-11,,9058.8,neo4j-driver:6.2.0,,,,8g,3.971,5.848,6.4,3.646,5.043,7.428,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,7.47,9059.9,9548.0,4.465,7.736,8.86,,,,,,,0,,,,,,,3,l2_neo4j_graph_oltp_r3,,,,small,,69962905,8969.8,308.7,8970.9,9453.3,paper,,,,client_server,2026-07-11T02:17:20.274268+00:00,,,,,,oltp,7.298,12.505
neo4j_graph,,47.76,19179299,67.3,1.0,88.7,94.8,0.719,89421025,0-11,,9060.2,neo4j-driver:6.2.0,,,,8g,4.115,5.612,6.352,3.762,5.013,7.202,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,7.56,9081.6,9552.6,4.469,7.345,8.534,,,,,,,0,,,,,,,1,l2_neo4j_graph_oltp_r1,,,,small,,70241726,8992.9,308.4,8992.9,9457.8,paper,,,,client_server,2026-07-11T02:18:26.707513+00:00,,,,,,oltp,7.386,12.621
elasticsearch_sparse,6237.2,160.33,39825269,47.3,0.7,47.9,53.0,0.737,206788070,0-11,30000,2691.2,9.4.1,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,3377.9,3679.7,,,,350.2,2.856,495,2.683,4.186,5.048,0,,,,,,0.9292,4,l3s_elasticsearch_sparse_search_r4,,,,small,,166962801,2643.9,251.9,3330.0,3626.7,paper,,,,client_server,2026-07-11T02:19:33.612780+00:00,,,,,,search,,
arcadedb_graph_embedded,,29.91,46905776,6720.2,152.2,6734.5,7442.2,0.534,46905776,0-11,,6720.2,26.8.1.dev0,,,,8g,0.469,0.64,0.841,0.745,1.339,1.965,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,1.03,6734.5,7442.2,0.363,0.584,0.738,,,,,,,0,,,,,,,3,l2_arcadedb_graph_embedded_oltp_r3,,,,small,,,,,,,paper,,,,embedded,2026-07-11T02:22:34.123618+00:00,,,,,,oltp,0.76,0.953
arcadedb_embedded,,,61474103,3678.9,218.4,5599.1,6208.4,0.372,61474103,0-11,,3678.9,26.8.1.dev0,,,,8g,,,,,,,42732.4,46.8,0.3648,961,0.32,0.4228,0.4863,,l1,20260711T012458Z,16g,,,,,2000000,,,,,,,6764.4,,5599.1,6208.4,,,,,,,,,,0,0.066,3088,0.0581,0.1265,0.1691,,3,l1_arcadedb_embedded_oltp_r3,,,,small,0.163,,,,,,paper,,,,embedded,2026-07-11T02:23:06.486100+00:00,0.1942,951,0.1851,0.3491,0.42,oltp,,
arcadedb_sparse_server,10373.2,96.4,22718013,25.5,0.1,25.5,29.3,5.783,255257083,0-11,30000,6632.5,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,6646.3,7132.3,,,,123.1,8.121,495,7.828,9.798,12.658,0,,,,,,0.9902,4,l3s_arcadedb_sparse_server_search_r4,,,,small,,232539070,6607.0,439.9,6620.9,7103.0,paper,,,,client_server,2026-07-11T02:23:55.622992+00:00,,,,,,search,,
arcadedb_sparse_embedded_fp32,18030.8,55.46,185577472,4319.8,476.1,6512.8,7188.3,0.483,185577472,0-11,30000,4319.8,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6512.8,7188.3,,,,151.0,6.623,495,6.338,7.996,9.146,0,,,,,,1.0,3,l3s_arcadedb_sparse_embedded_fp32_search_r3,,,,small,,,,,,,paper,,,,embedded,2026-07-11T02:27:48.155076+00:00,,,,,,search,,
ladybug_graph,,2.6,16781652,395.5,46.2,395.5,503.9,0.124,16781652,0-11,,395.5,ladybug:0.18.1,,,,8g,2.249,3.631,4.767,6.587,8.682,10.411,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,5.47,395.5,503.9,0.153,0.2,0.249,,,,,,,0,,,,,,,1,l2_ladybug_graph_oltp_r1,,,,small,,,,,,,paper,,,,embedded,2026-07-11T02:30:42.994315+00:00,,,,,,oltp,9.637,10.618
postgres,,,4535727,22.7,0.8,22.7,26.9,0.117,16121304,0-11,,27.0,17.10 (Debian 17.10-1.pgdg13+1),,,,8g,,,,,,,455748.7,4.39,,,,,,,l1,20260711T012458Z,16g,0.75,,,,2000000,75.077,45.451,44.411,69.516,97.585,332.04,,,42.0,870.0,,,,,,,,,,0,,,,,,,2,l1_postgres_olap_r2,,,,small,0.018,11585577,4.3,801.4,19.3,843.2,paper,,,,client_server,2026-07-11T02:30:52.116619+00:00,,,,,,olap,,
duckdb,,,25196735,219.0,83.9,772.1,852.7,0.051,25196735,0-11,,219.0,1.5.4,,,,8g,,,,,,,307770.2,6.5,8.755,961,8.7473,9.6799,11.22,,l1,20260711T012458Z,16g,,,,,2000000,,,,,,,262.7,,772.1,852.7,,,,,,,,,,0,1.1466,3088,1.0631,1.8767,2.5248,,4,l1_duckdb_oltp_r4,,,,small,0.024,,,,,,paper,,,,embedded,2026-07-11T02:31:02.862832+00:00,7.4436,951,8.1933,9.2271,9.9666,oltp,,
arcadedb_graph_server,,72.64,2969459,18.4,0.1,19.5,22.9,0.235,109267584,0-11,,5831.1,server:latest,659.84,626.39,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,,5858.5,6126.1,,,,,,,,,,0,,,,,,,1,l2_arcadedb_graph_server_olap_r1,653.52,629.23,10,small,,106298125,5812.8,152.5,5839.0,6103.3,paper,97.15,91.69,10,client_server,2026-07-11T02:31:30.224507+00:00,,,,,,olap,,
arcadedb_graph_server,,70.83,3082169,18.4,0.1,19.5,22.8,0.24,106936166,0-11,,5848.4,server:latest,722.14,663.18,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,,5864.6,6172.6,,,,,,,,,,0,,,,,,,2,l2_arcadedb_graph_server_olap_r2,665.65,620.36,10,small,,103853997,5830.0,152.5,5845.2,6149.8,paper,100.83,91.3,10,client_server,2026-07-11T02:32:54.606946+00:00,,,,,,olap,,
postgres,,,4578599,22.6,0.8,22.6,26.5,0.115,16114127,0-11,,27.0,17.10 (Debian 17.10-1.pgdg13+1),,,,8g,,,,,,,452860.0,4.42,,,,,,,l1,20260711T012458Z,16g,0.75,,,,2000000,75.547,44.812,43.691,69.185,97.748,330.983,,,43.0,870.4,,,,,,,,,,0,,,,,,,5,l1_postgres_olap_r5,,,,small,0.018,11535528,4.3,801.7,20.3,843.9,paper,,,,client_server,2026-07-11T02:34:17.375289+00:00,,,,,,olap,,
arcadedb_graph_embedded,,30.09,47193019,4009.4,152.2,6755.4,7412.0,0.545,47193019,0-11,,4009.4,26.8.1.dev0,,,,8g,0.462,0.661,0.912,0.767,1.369,1.946,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,1.03,6755.4,7412.0,0.365,0.556,0.75,,,,,,,0,,,,,,,1,l2_arcadedb_graph_embedded_oltp_r1,,,,small,,,,,,,paper,,,,embedded,2026-07-11T02:34:28.108406+00:00,,,,,,oltp,0.732,0.895
qdrant_sparse,31257.9,31.99,25753115,67.3,0.9,67.3,73.5,0.768,64052132,0-11,30000,724.5,qdrant,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,880.9,1599.0,,,,691.1,1.447,495,1.42,1.679,2.561,0,,,,,,1.0,5,l3s_qdrant_sparse_search_r5,,,,small,,38299017,657.2,314.0,813.7,1525.5,paper,,,,client_server,2026-07-11T02:35:00.739366+00:00,,,,,,search,,
arcadedb_server,,,8422752,17.3,0.1,17.5,20.7,0.05,131705094,0-11,,5670.1,server:latest,,,,8g,,,,,,,38206.1,52.35,,,,,,,l1,20260711T012458Z,16g,0.75,,,,2000000,1834.299,1269.381,1273.223,1425.919,1607.736,7410.558,,,5670.3,5915.1,,,,,,,,,,0,,,,,,,4,l1_arcadedb_server_olap_r4,,,,small,0.192,123282342,5652.8,218.6,5652.8,5894.4,paper,,,,client_server,2026-07-11T02:35:36.777406+00:00,,,,,,olap,,
arcadedb_sparse_embedded_nocompact,18503.8,54.04,182156513,4998.2,398.7,6473.0,6965.9,0.481,182156513,0-11,30000,4998.2,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6473.0,6965.9,,,,114.4,8.743,495,8.533,10.683,12.067,0,,,,,,0.9902,3,l3s_arcadedb_sparse_embedded_nocompact_search_r3,,,,small,,,,,,,paper,,,,embedded,2026-07-11T02:37:31.264047+00:00,,,,,,search,,
neo4j_graph,,47.21,18509065,88.8,1.0,88.8,94.2,0.74,88410484,0-11,,9017.0,neo4j-driver:6.2.0,839.46,829.97,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,,9017.0,9539.6,,,,,,,,,,0,,,,,,,2,l2_neo4j_graph_olap_r2,796.17,787.13,10,small,,69901419,8928.2,308.6,8928.2,9445.4,paper,515.86,509.07,10,client_server,2026-07-11T02:40:20.316707+00:00,,,,,,olap,,
arcadedb_sparse_embedded_nocompact,18453.2,54.19,183285093,6476.9,398.7,6476.9,6962.5,0.492,183285093,0-11,30000,6476.9,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6476.9,6962.5,,,,115.9,8.628,495,8.378,10.421,11.238,0,,,,,,0.9902,1,l3s_arcadedb_sparse_embedded_nocompact_search_r1,,,,small,,,,,,,paper,,,,embedded,2026-07-11T02:41:32.257146+00:00,,,,,,search,,
arcadedb_server,,,8382047,17.3,0.1,17.5,20.9,0.049,133666152,0-11,,5666.0,server:latest,,,,8g,,,,,,,37659.8,53.11,,,,,,,l1,20260711T012458Z,16g,0.75,,,,2000000,1814.268,1284.538,1277.111,1426.6,1621.337,7423.854,,,5666.1,5975.5,,,,,,,,,,0,,,,,,,1,l1_arcadedb_server_olap_r1,,,,small,0.197,125284105,5648.6,281.4,5648.6,5954.6,paper,,,,client_server,2026-07-11T02:44:22.566815+00:00,,,,,,olap,,
arcadedb_graph_server,,71.37,3093517,18.4,0.1,19.5,22.4,0.242,106949257,0-11,,5818.3,server:latest,697.63,672.32,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,,5845.0,6146.2,,,,,,,,,,0,,,,,,,4,l2_arcadedb_graph_server_olap_r4,633.16,618.05,10,small,,103855740,5799.9,202.1,5825.5,6123.8,paper,94.4,88.41,10,client_server,2026-07-11T02:46:18.362184+00:00,,,,,,olap,,
arcadedb_embedded,,,113942101,1538.3,218.3,5547.0,5849.8,0.365,113942101,0-11,,1538.3,26.8.1.dev0,,,,8g,,,,,,,44031.7,45.42,,,,,,,l1,20260711T012458Z,16g,,,,,2000000,1693.997,1178.766,1216.351,1307.125,1483.674,6879.913,,,5547.0,5849.8,,,,,,,,,,0,,,,,,,1,l1_arcadedb_embedded_olap_r1,,,,small,0.166,,,,,,paper,,,,embedded,2026-07-11T02:47:41.386032+00:00,,,,,,olap,,
postgres,,,5970160,22.6,0.8,22.6,26.3,0.115,11298442,0-11,,26.9,17.10 (Debian 17.10-1.pgdg13+1),,,,8g,,,,,,,452070.3,4.42,2.7955,961,2.8617,3.1987,3.3313,,l1,20260711T012458Z,16g,0.75,,,,2000000,,,,,,,740.6,,29.1,857.4,,,,,,,,,,0,0.4638,3088,0.4921,0.7838,0.8397,,4,l1_postgres_oltp_r4,,,,small,0.018,5328282,4.3,799.4,6.6,831.0,paper,,,,client_server,2026-07-11T02:49:23.615496+00:00,2.7684,951,2.8643,3.2049,3.3918,oltp,,
arcadedb_graph_embedded,,30.11,46754269,4562.7,152.1,6661.8,7331.3,0.553,46754269,0-11,,4562.7,26.8.1.dev0,,,,8g,0.434,0.637,0.806,0.741,1.399,2.084,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,1.03,6661.8,7331.3,0.355,0.599,0.77,,,,,,,0,,,,,,,5,l2_arcadedb_graph_embedded_oltp_r5,,,,small,,,,,,,paper,,,,embedded,2026-07-11T02:49:38.903943+00:00,,,,,,oltp,0.756,0.891
arcadedb_graph_embedded,,33.21,56485605,6726.4,152.1,6726.4,7467.8,0.532,56485605,0-11,,6726.4,26.8.1.dev0,599.71,580.32,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,,6726.4,7467.8,,,,,,,,,,0,,,,,,,1,l2_arcadedb_graph_embedded_olap_r1,579.99,549.55,10,small,,,,,,,paper,85.32,80.57,10,embedded,2026-07-11T02:50:11.523582+00:00,,,,,,olap,,
arcadedb_server,,,10641725,17.4,0.1,17.5,20.8,0.051,75185074,0-11,,5465.0,server:latest,,,,8g,,,,,,,38374.5,52.12,1.0271,961,1.0248,1.2023,1.3072,,l1,20260711T012458Z,16g,0.75,,,,2000000,,,,,,,1252.3,,5490.0,5869.2,,,,,,,,,,0,0.7161,3088,0.7156,0.8937,0.9721,,3,l1_arcadedb_server_oltp_r3,,,,small,0.188,64543349,5447.6,241.9,5472.5,5848.3,paper,,,,client_server,2026-07-11T02:50:53.926885+00:00,0.8352,951,0.8423,1.0326,1.146,oltp,,
arcadedb_graph_embedded,,31.98,63619928,2994.9,152.1,6738.4,7506.7,0.542,63619928,0-11,,2994.9,26.8.1.dev0,620.55,612.08,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,,6738.4,7506.7,,,,,,,,,,0,,,,,,,4,l2_arcadedb_graph_embedded_olap_r4,584.51,580.0,10,small,,,,,,,paper,86.56,82.78,10,embedded,2026-07-11T02:51:53.193076+00:00,,,,,,olap,,
arcadedb_sparse_server,10395.5,96.2,22985151,25.1,0.1,25.3,29.6,6.157,260014188,0-11,30000,6695.9,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,6710.1,7196.7,,,,125.2,7.989,495,7.781,9.597,11.308,0,,,,,,0.9902,2,l3s_arcadedb_sparse_server_search_r2,,,,small,,237029037,6670.8,440.4,6684.8,7167.1,paper,,,,client_server,2026-07-11T02:52:34.830221+00:00,,,,,,search,,
milvus_sparse,24448.5,40.9,38171714,0.0,1.0,71.4,78.9,1.943,76948856,0-11,30000,2010.9,milvus,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,2082.4,2830.8,,,,623.0,1.605,495,1.594,2.03,2.335,0,,,,,,1.0,1,l3s_milvus_sparse_search_r1,,,,small,,38777142,2010.9,708.6,2010.9,2751.8,paper,,,,client_server,2026-07-11T02:56:31.055569+00:00,,,,,,search,,
ladybug_graph,,2.62,6034754,397.3,38.2,397.3,504.5,0.132,6034754,0-11,,397.3,ladybug:0.18.1,67.5,66.23,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,,397.3,504.5,,,,,,,,,,0,,,,,,,4,l2_ladybug_graph_olap_r4,71.92,69.62,10,small,,,,,,,paper,4.3,4.05,10,embedded,2026-07-11T02:57:17.367833+00:00,,,,,,olap,,
arcadedb_sparse_server,10335.6,96.75,22779951,25.6,0.1,25.6,29.4,6.123,257770681,0-11,30000,6688.2,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,6707.4,7186.5,,,,126.5,7.903,495,7.595,9.382,11.87,0,,,,,,0.9902,1,l3s_arcadedb_sparse_server_search_r1,,,,small,,234990730,6662.6,438.5,6681.8,7157.1,paper,,,,client_server,2026-07-11T02:57:21.671913+00:00,,,,,,search,,
arcadedb_server,,,8349146,17.3,0.1,17.5,20.5,0.05,131898208,0-11,,5666.0,server:latest,,,,8g,,,,,,,37764.6,52.96,,,,,,,l1,20260711T012458Z,16g,0.75,,,,2000000,1808.907,1293.441,1283.944,1439.728,1609.698,7435.718,,,5666.1,5911.7,,,,,,,,,,0,,,,,,,5,l1_arcadedb_server_olap_r5,,,,small,0.193,123549062,5648.6,218.6,5648.6,5891.1,paper,,,,client_server,2026-07-11T03:01:14.894635+00:00,,,,,,olap,,
arcadedb_sparse_embedded,18042.4,55.43,180665708,2860.7,389.3,6377.1,6849.7,0.485,180665708,0-11,30000,2860.7,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6377.1,6849.7,,,,151.6,6.597,495,6.372,8.086,10.348,0,,,,,,0.9902,3,l3s_arcadedb_sparse_embedded_search_r3,,,,small,,,,,,,paper,,,,embedded,2026-07-11T03:03:10.483402+00:00,,,,,,search,,
arcadedb_graph_embedded,,30.26,46580351,750.9,152.1,6648.8,7443.7,0.533,46580351,0-11,,750.9,26.8.1.dev0,,,,8g,0.44,0.611,0.767,0.715,1.356,1.884,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,1.04,6648.8,7443.7,0.344,0.635,0.811,,,,,,,0,,,,,,,4,l2_arcadedb_graph_embedded_oltp_r4,,,,small,,,,,,,paper,,,,embedded,2026-07-11T03:05:59.833412+00:00,,,,,,oltp,0.797,0.977
arcadedb_sparse_server,10296.0,97.13,22816478,25.1,0.1,25.3,29.3,5.519,253499152,0-11,30000,6663.3,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,6685.8,7168.4,,,,129.6,7.718,495,7.469,9.531,10.841,0,,,,,,0.9902,5,l3s_arcadedb_sparse_server_search_r5,,,,small,,230682674,6638.3,445.5,6660.4,7139.1,paper,,,,client_server,2026-07-11T03:06:32.716313+00:00,,,,,,search,,
duckdb,,,24987866,325.9,66.0,717.2,795.1,0.051,24987866,0-11,,325.9,1.5.4,,,,8g,,,,,,,305750.9,6.54,8.7833,961,8.7442,9.7727,11.6604,,l1,20260711T012458Z,16g,,,,,2000000,,,,,,,261.7,,717.2,795.1,,,,,,,,,,0,1.1469,3088,1.0776,1.8651,2.2856,,1,l1_duckdb_oltp_r1,,,,small,0.023,,,,,,paper,,,,embedded,2026-07-11T03:10:23.471327+00:00,7.491,951,8.2431,9.3289,11.013,oltp,,
arcadedb_embedded,,,61517682,5.9,218.4,5579.8,6080.6,0.368,61517682,0-11,,5.9,26.8.1.dev0,,,,8g,,,,,,,42145.9,47.45,0.3299,961,0.3208,0.428,0.473,,l1,20260711T012458Z,16g,,,,,2000000,,,,,,,7102.6,,5579.8,6080.6,,,,,,,,,,0,0.0655,3088,0.0572,0.1293,0.1752,,1,l1_arcadedb_embedded_oltp_r1,,,,small,0.167,,,,,,paper,,,,embedded,2026-07-11T03:10:50.867558+00:00,0.1941,951,0.179,0.3485,0.4066,oltp,,
elasticsearch_sparse,6282.7,159.17,39805018,46.2,0.7,47.9,53.7,0.685,205574304,0-11,30000,2691.5,9.4.1,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,2693.1,3690.8,,,,356.9,2.802,495,2.664,4.038,5.057,0,,,,,,0.9292,1,l3s_elasticsearch_sparse_search_r1,,,,small,,165769286,2645.3,251.9,2645.3,3637.1,paper,,,,client_server,2026-07-11T03:11:40.523864+00:00,,,,,,search,,
qdrant_sparse,32652.2,30.63,25289456,67.6,0.9,67.6,73.8,0.771,62173192,0-11,30000,698.3,qdrant,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,803.8,1499.7,,,,731.4,1.367,495,1.35,1.591,1.745,0,,,,,,1.0,1,l3s_qdrant_sparse_search_r1,,,,small,,36883736,630.8,315.1,736.2,1425.9,paper,,,,client_server,2026-07-11T03:14:39.531416+00:00,,,,,,search,,
arcadedb_graph_server,,70.67,2981808,18.4,0.1,19.5,22.8,0.25,107063048,0-11,,5823.2,server:latest,656.94,636.85,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,,5837.1,6215.3,,,,,,,,,,0,,,,,,,3,l2_arcadedb_graph_server_olap_r3,642.85,600.67,10,small,,104081240,5804.8,152.4,5817.6,6192.5,paper,98.54,93.37,10,client_server,2026-07-11T03:15:14.055706+00:00,,,,,,olap,,
milvus_sparse,24417.6,40.95,38116721,70.6,1.0,71.5,79.0,1.947,72767394,0-11,30000,1708.3,milvus,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,1872.4,2530.6,,,,729.9,1.37,495,1.366,1.568,1.723,0,,,,,,1.0,4,l3s_milvus_sparse_search_r4,,,,small,,34650673,1637.7,685.2,1801.0,2451.6,paper,,,,client_server,2026-07-11T03:16:36.316469+00:00,,,,,,search,,
arcadedb_graph_server,,69.86,3710950,18.4,0.1,19.5,22.6,0.248,98657318,0-11,,5882.5,server:latest,,,,8g,1.135,1.522,1.723,1.466,2.293,2.831,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,2.28,5892.1,6205.6,1.075,1.554,1.711,,,,,,,0,,,,,,,4,l2_arcadedb_graph_server_oltp_r4,,,,small,,94946368,5864.1,169.7,5872.6,6182.9,paper,,,,client_server,2026-07-11T03:17:22.361819+00:00,,,,,,oltp,1.494,1.729
qdrant_sparse,32310.5,30.95,25454742,67.3,0.9,67.3,73.8,0.766,62447512,0-11,30000,789.4,qdrant,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,983.2,1603.0,,,,777.4,1.286,495,1.282,1.462,1.576,0,,,,,,1.0,3,l3s_qdrant_sparse_search_r3,,,,small,,36992770,722.1,314.7,915.9,1529.2,paper,,,,client_server,2026-07-11T03:18:37.371126+00:00,,,,,,search,,
arcadedb_sparse_embedded,17786.2,56.22,180606394,4190.5,389.3,6308.1,6779.1,0.486,180606394,0-11,30000,4190.5,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6308.1,6779.1,,,,148.7,6.724,495,6.402,8.373,9.973,0,,,,,,0.9902,4,l3s_arcadedb_sparse_embedded_search_r4,,,,small,,,,,,,paper,,,,embedded,2026-07-11T03:19:12.147940+00:00,,,,,,search,,
duckdb,,,9271502,549.4,65.6,703.2,771.0,0.052,9271502,0-11,,549.4,1.5.4,,,,8g,,,,,,,311244.1,6.43,,,,,,,l1,20260711T012458Z,16g,,,,,2000000,2.603,2.432,1.645,1.75,7.268,15.698,,,703.2,771.0,,,,,,,,,,0,,,,,,,1,l1_duckdb_olap_r1,,,,small,0.022,,,,,,paper,,,,embedded,2026-07-11T03:22:02.459606+00:00,,,,,,olap,,
ladybug_graph,,2.58,16804867,381.0,48.9,381.0,485.9,0.125,16804867,0-11,,381.0,ladybug:0.18.1,,,,8g,2.227,3.633,5.126,6.537,8.892,11.109,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,5.46,381.0,485.9,0.153,0.195,0.233,,,,,,,0,,,,,,,2,l2_ladybug_graph_oltp_r2,,,,small,,,,,,,paper,,,,embedded,2026-07-11T03:22:09.804122+00:00,,,,,,oltp,9.606,10.654
arcadedb_sparse_server,10332.1,96.79,22884414,25.1,0.1,25.1,29.2,5.548,256150590,0-11,30000,6618.6,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,6630.6,7117.5,,,,128.1,7.806,495,7.482,9.46,11.253,0,,,,,,0.9902,3,l3s_arcadedb_sparse_server_search_r3,,,,small,,233266176,6593.5,440.1,6605.5,7088.3,paper,,,,client_server,2026-07-11T03:22:18.882609+00:00,,,,,,search,,
ladybug_graph,,2.63,6008813,351.9,38.2,402.2,494.0,0.132,6008813,0-11,,351.9,ladybug:0.18.1,66.83,66.33,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,,402.2,494.0,,,,,,,,,,0,,,,,,,3,l2_ladybug_graph_olap_r3,71.96,69.6,10,small,,,,,,,paper,4.89,4.31,10,embedded,2026-07-11T03:26:12.343559+00:00,,,,,,olap,,
neo4j_graph,,47.93,19111826,88.7,1.0,88.7,94.5,0.739,90076743,0-11,,9056.8,neo4j-driver:6.2.0,,,,8g,4.035,5.16,6.188,3.75,5.43,6.559,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,7.57,9056.8,9531.6,4.448,7.087,9.378,,,,,,,0,,,,,,,5,l2_neo4j_graph_oltp_r5,,,,small,,70964917,8968.0,308.5,8968.0,9437.1,paper,,,,client_server,2026-07-11T03:26:16.669056+00:00,,,,,,oltp,7.475,12.795
